,borough,block,lot,cd,bct2020,bctcb2020,ct2010,cb2010,schooldist,council,zipcode,firecomp,policeprct,healthcenterdistrict,healtharea,sanitboro,sanitdistrict,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,condono,tract2010,xcoord,ycoord,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,firm07_flag,pfirm15_flag,version,dcpedited,latitude,longitude,notes
571,MN,283,53,103.0,1000600.0,10006001000.0,6.0,1000.0,2.0,1.0,10002.0,E015,7.0,14.0,7800.0,1.0,3.0,1B,124 EAST BROADWAY,C6-2,,,,,,,,,,N,K4,4.0,0.0,,GREAT WORLD ENTERP INC,1400.0,7000.0,1380.0,0.0,0.0,1380.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,6.0,22.08,63.42,22.0,63.0,N,3.0,N,5.0,2.0,108900.0,787950.0,0.0,1940.0,0.0,0.0,,,5.0,6.02,6.0,6.5,1,1002830053.0,,6.0,986433.0,199436.0,12d,,101N051,10107.0,,,,1,,,22v3,,40.7140822,-73.9921255,
573,MN,283,54,103.0,1000600.0,10006001000.0,6.0,1000.0,2.0,1.0,10002.0,E015,7.0,14.0,7800.0,1.0,3.0,1B,126 EAST BROADWAY,C6-2,,,,,,,,,,N,C7,4.0,0.0,,126 EAST B'WAY CORP,1586.0,7356.0,2452.0,4904.0,0.0,1226.0,0.0,0.0,0.0,1226.0,2.0,1.0,5.0,8.0,10.0,25.17,63.33,25.0,50.0,N,3.0,Y,5.0,2.0,271800.0,1235700.0,0.0,1910.0,0.0,0.0,,,4.64,6.02,6.0,6.5,1,1002830054.0,,6.0,986457.0,199438.0,12d,,101N051,10107.0,,,,1,,,22v3,,40.7140877,-73.9920389,
576,MN,283,63,103.0,1000600.0,10006001000.0,6.0,1000.0,2.0,1.0,10002.0,E015,7.0,14.0,7800.0,1.0,3.0,1B,144 EAST BROADWAY,C6-2,,,,,,,,,,N,C7,4.0,0.0,,RANGOON INC,1549.0,6260.0,1275.0,4985.0,0.0,1275.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,13.0,15.0,25.0,62.17,25.0,50.0,N,2.0,N,5.0,2.0,105750.0,610650.0,0.0,1900.0,1988.0,2004.0,,,4.04,6.02,6.0,6.5,1,1002830063.0,,6.0,986685.0,199461.0,12d,,101N051,10107.0,,,,1,,,22v3,,40.7141507,-73.9912164,
1016,MN,338,1,103.0,1002201.0,10022013001.0,22.01,3000.0,1.0,2.0,10002.0,L018,7.0,14.0,7600.0,1.0,3.0,2A,60 PITT STREET,R7-2,,,,,,,,,,N,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,161437.0,478858.0,44478.0,434380.0,0.0,44478.0,0.0,0.0,0.0,0.0,2.0,3.0,20.0,711.0,713.0,802.25,201.25,232.0,48.0,N,1.0,Y,3.0,2.0,7155000.0,38842200.0,38842200.0,1962.0,0.0,0.0,,,2.97,3.44,0.0,6.5,1,1003380001.0,,2201.0,989259.0,200937.0,12c,,101N 081,10201.0,,,,1,,,22v3,,40.7182009,-73.9819303,
1027,MN,344,68,103.0,1002201.0,10022012000.0,22.01,2000.0,1.0,2.0,10002.0,L018,7.0,14.0,7600.0,1.0,3.0,2A,85 PITT STREET,R7A,,,,,,,,,,N,C7,4.0,0.0,,85 PITT STREET LLC,3029.0,12178.0,2000.0,10178.0,0.0,2000.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,21.0,24.0,50.5,60.0,51.0,42.0,N,3.0,N,5.0,2.0,292500.0,1683900.0,0.0,1920.0,0.0,0.0,,,4.02,4.0,0.0,4.0,1,1003440068.0,,2201.0,989071.0,201090.0,12c,,102 005,10201.0,,,,1,,,22v3,,40.718621,-73.9826084,
1064,MN,344,152,103.0,1002201.0,10022012001.0,22.01,2001.0,1.0,1.0,10002.0,L018,7.0,14.0,7600.0,1.0,3.0,2A,179 STANTON STREET,R7A,,,,,,,,,,N,C6,2.0,0.0,,STAN CORP,2508.0,8592.0,2947.0,5645.0,0.0,2947.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,8.0,9.0,25.08,100.0,25.0,38.0,N,2.0,N,5.0,2.0,378000.0,2122200.0,41900.0,1910.0,1985.0,0.0,,,3.43,4.0,0.0,4.0,1,1003440152.0,,2201.0,988653.0,201557.0,12c,,102 005,10201.0,,,,1,,,22v3,,40.719903,-73.984116,
1089,MN,348,20,103.0,1001402.0,10014021000.0,14.02,1000.0,1.0,1.0,10002.0,L018,7.0,14.0,7400.0,1.0,3.0,2A,161 RIVINGTON STREET,R7A,,,,C1-5,,,,,,N,C7,4.0,0.0,,RIVINGTON REALTY LLC,2499.0,8875.0,1200.0,7675.0,0.0,1200.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,16.0,18.0,25.0,100.0,25.0,76.0,E,3.0,N,5.0,2.0,153000.0,1372950.0,897149.0,1920.0,1988.0,0.0,,,3.55,4.0,0.0,4.0,1,1003480020.0,,1402.0,988302.0,201212.0,12c,,101N080,10201.0,,,,1,,,22v3,,40.7189562,-73.9853825,
1091,MN,348,23,103.0,1001402.0,10014021000.0,14.02,1000.0,1.0,1.0,10002.0,L018,7.0,14.0,7400.0,1.0,3.0,2A,89 CLINTON STREET,R7A,,,,C1-5,,,,,,N,C1,2.0,0.0,,89 CLINTON HOLDINGS LLC,2499.0,10381.0,0.0,10381.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,12.0,12.0,25.0,100.0,25.0,54.0,N,3.0,N,5.0,1.0,205650.0,1966950.0,0.0,1920.0,2008.0,2008.0,,,4.15,4.0,0.0,4.0,1,1003480023.0,,1402.0,988258.0,201134.0,12c,,101N080,10201.0,,,,1,,,22v3,,40.7187421,-73.9855413,
1113,MN,348,24,103.0,1001402.0,10014021000.0,14.02,1000.0,1.0,1.0,10002.0,L018,7.0,14.0,7400.0,1.0,3.0,2A,91 CLINTON STREET,R7A,,,,C1-5,,,,,,N,C7,4.0,0.0,,91 CLINTON STREET LLC,2499.0,9475.0,1000.0,8475.0,0.0,1000.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,18.0,20.0,25.0,100.0,25.0,87.0,N,3.0,N,5.0,2.0,90000.0,1314450.0,0.0,1920.0,0.0,0.0,,,3.79,4.0,0.0,4.0,1,1003480024.0,,1402.0,988249.0,201111.0,12c,,101N080,10201.0,,,,1,,,22v3,,40.718679,-73.9855738,
1295,MN,460,46,103.0,1003800.0,10038003000.0,38.0,3000.0,1.0,2.0,10003.0,E028,9.0,14.0,6500.0,1.0,3.0,3B,79 EAST 4 STREET,R8B,,,,,,,,,,N,J5,5.0,0.0,X,NEW YORK THEATRE ETC,4807.0,4800.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,2.0,1.0,1.0,0.0,1.0,50.0,96.17,50.0,94.0,N,2.0,N,5.0,0.0,441000.0,709650.0,709650.0,1944.0,0.0,0.0,East Village / Lower East Side Historic District,,1.0,4.0,0.0,4.0,1,1004600046.0,,38.0,987020.0,204022.0,12c,,102 009,10205.0,E-216,,,1,,,22v3,t,40.7266695,-73.9900061,
1378,MN,375,42,103.0,1002601.0,10026011000.0,26.01,1000.0,1.0,2.0,10009.0,E028,9.0,14.0,6700.0,1.0,3.0,3A,63 AVENUE D,R8A,,,,C1-5,,,,,,N,C7,4.0,0.0,,63 AVE. D. LLC,2609.0,11688.0,800.0,10888.0,0.0,800.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,16.0,18.0,31.67,82.25,30.0,68.0,N,3.0,N,5.0,2.0,216900.0,1097100.0,0.0,1900.0,1986.0,0.0,,,4.48,6.02,0.0,6.5,1,1003750042.0,,2601.0,990494.0,202380.0,12c,,102 014,10202.0,,,,1,,,22v3,,40.7221608,-73.9774738,
1435,MN,376,63,103.0,1002602.0,10026021002.0,26.02,1002.0,1.0,2.0,10009.0,L011,9.0,14.0,6700.0,1.0,3.0,3A,701 EAST 6 STREET,R7A,,,,C2-5,,,,,,N,M1,8.0,0.0,X,IGLESIA PENTACOSTALETAL,2107.0,4185.0,4185.0,0.0,0.0,0.0,0.0,0.0,0.0,4185.0,2.0,1.0,2.0,0.0,1.0,31.0,68.08,31.0,68.0,N,2.0,Y,5.0,0.0,112950.0,332100.0,332100.0,1966.0,1985.0,0.0,,,1.99,4.0,0.0,4.0,1,1003760063.0,,2602.0,990116.0,202870.0,12c,,102 023,10202.0,E-216,,,1,,1.0,22v3,,40.723506,-73.9788371,
1437,MN,376,132,103.0,1002602.0,10026021002.0,26.02,1002.0,1.0,2.0,10009.0,L011,9.0,14.0,6700.0,1.0,3.0,4A,280 EAST 7 STREET,R8A,,,,C1-5,,,,,,N,C7,4.0,0.0,,280 E. 7TH STREET CORP.,2738.0,6050.0,1210.0,4840.0,0.0,1210.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,7.0,10.0,53.17,25.0,29.0,25.0,N,3.0,N,5.0,0.0,204300.0,1081350.0,0.0,1900.0,0.0,0.0,,,2.21,6.02,0.0,6.5,1,1003760132.0,,2602.0,990657.0,202727.0,12c,,102 023,10202.0,,,,1,,,22v3,,40.7231131,-73.9768854,
1457,MN,377,53,103.0,1002602.0,10026021001.0,26.02,1001.0,1.0,2.0,10009.0,L011,9.0,14.0,6700.0,1.0,3.0,4A,269 EAST 7 STREET,R8B,,,,,,,,,,N,C2,2.0,0.0,,ELIZABETH MARGOSHES AS TRUSTEE,2168.0,3657.0,0.0,3657.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.5,5.0,5.0,22.25,97.5,22.0,56.0,E,3.0,N,5.0,5.0,109350.0,1044450.0,2390.0,1900.0,0.0,0.0,,,1.69,4.0,0.0,4.0,1,1003770053.0,,2602.0,990585.0,202904.0,12c,,102 023,10202.0,E-216,,,1,,1.0,22v3,,40.723599,-73.977145,
1515,MN,379,7,103.0,1002800.0,10028004004.0,28.0,4004.0,1.0,2.0,10009.0,L011,9.0,14.0,6300.0,1.0,3.0,4A,156 AVENUE C,R7A,,,,C1-5,,,,,,N,Q1,9.0,0.0,C,NYC DEPARTMENT OF PARKS AND RECREATION,1743.0,0.0,,,,,,,,,7.0,0.0,,0.0,0.0,20.83,83.0,0.0,0.0,,0.0,Y,5.0,5.0,238500.0,238500.0,238500.0,0.0,0.0,0.0,,,0.0,4.0,0.0,4.0,1,1003790007.0,,28.0,990512.0,203637.0,12c,,102 023,10202.0,,,,1,1.0,1.0,22v3,t,40.725611,-73.9774077,
1554,MN,379,37,103.0,1002800.0,10028004004.0,28.0,4004.0,1.0,2.0,10009.0,L011,9.0,14.0,6300.0,1.0,3.0,4A,133 AVENUE D,R8A,,,,C1-5,,,,,,N,C7,4.0,0.0,,"133 AVENUE D, LLC",3481.0,14588.0,1000.0,13588.0,0.0,1000.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,20.0,22.0,42.5,93.0,43.0,80.0,N,1.0,Y,5.0,2.0,78750.0,1877850.0,0.0,1930.0,1984.0,0.0,,,4.19,6.02,0.0,6.5,1,1003790037.0,,28.0,990981.0,203261.0,12c,,102 023,10202.0,,,,1,1.0,1.0,22v3,,40.7245786,-73.975716,
1797,MN,389,49,103.0,1002602.0,10026022000.0,26.02,2002.0,1.0,2.0,10009.0,L011,9.0,14.0,6700.0,1.0,3.0,3Q,623 EAST 6 STREET,R8B,,,,,,,,,,N,C6,2.0,0.0,,621-23 EAST 6 ST HDFC,2271.0,6985.0,0.0,6985.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,10.0,10.0,25.0,90.83,25.0,55.0,N,3.0,N,5.0,2.0,295200.0,1844550.0,1721255.0,1910.0,1986.0,0.0,,,3.08,4.0,0.0,4.0,1,1003890049.0,,2602.0,989714.0,203106.0,12c,,102 022,10203.0,,,,1,,1.0,22v3,,40.724154,-73.9802872,
1874,MN,391,52,103.0,1002602.0,10026023000.0,26.02,2000.0,1.0,2.0,10009.0,L011,9.0,14.0,6700.0,1.0,3.0,4A,315 EAST 8 STREET,R8B,,,,,,,,,,N,C3,2.0,0.0,,"ROECKER, SUSAN K",1437.0,3412.0,0.0,3412.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,4.0,20.58,69.83,19.0,40.0,N,2.0,N,5.0,5.0,481500.0,1183500.0,0.0,1900.0,0.0,0.0,,,2.37,4.0,0.0,4.0,1,1003910052.0,,2602.0,989892.0,203563.0,12c,,102 022,10203.0,,,,1,,1.0,22v3,,40.7254083,-73.9796446,
1875,MN,435,30,103.0,1003200.0,10032001001.0,32.0,1001.0,1.0,2.0,10009.0,L011,9.0,14.0,6600.0,1.0,3.0,4A,125 AVENUE A,R7A,,,,C1-5,,,,,,N,C7,4.0,0.0,,132 ST. MARKS PLACELIMITED LIABILITY COM PANY,1726.0,10038.0,1727.0,8311.0,0.0,1727.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,10.0,11.0,24.67,70.0,25.0,70.0,N,3.0,N,3.0,2.0,178650.0,1690650.0,0.0,1920.0,1987.0,0.0,,,5.82,4.0,0.0,4.0,1,1004350030.0,,32.0,988854.0,204019.0,12c,,102 020,10205.0,,,,1,,,22v3,,40.7266605,-73.9833893,
1941,MN,435,2,103.0,1003200.0,10032001001.0,32.0,1001.0,1.0,2.0,10009.0,L011,9.0,14.0,6600.0,1.0,3.0,4B,120 1 AVENUE,R7A,,,,C1-5,,,,,,N,C7,4.0,0.0,,120-120 1/2 FIRST LLC,1788.0,6920.0,1080.0,5840.0,0.0,0.0,0.0,0.0,0.0,1080.0,2.0,2.0,5.0,8.0,10.0,28.83,62.0,14.0,48.0,N,3.0,N,5.0,2.0,415800.0,1923300.0,0.0,1853.0,1986.0,0.0,East Village / Lower East Side Historic District,,3.87,4.0,0.0,4.0,1,1004350002.0,,32.0,988298.0,204153.0,12c,,102 020,10205.0,,,,1,,,22v3,t,40.7270286,-73.9853952,
1942,MN,435,4,103.0,1003200.0,10032001001.0,32.0,1001.0,1.0,2.0,10009.0,L011,9.0,14.0,6600.0,1.0,3.0,4B,122 1 AVENUE,R7A,,,,C1-5,,,,,,N,C7,4.0,0.0,,122 FIRST AVENUE LLC,2286.0,6809.0,1900.0,4909.0,0.0,1900.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,8.0,9.0,24.33,94.0,24.0,50.0,N,3.0,N,5.0,2.0,181350.0,1892250.0,0.0,1853.0,0.0,0.0,East Village / Lower East Side Historic District,,2.98,4.0,0.0,4.0,1,1004350004.0,,32.0,988326.0,204170.0,12c,,102 020,10205.0,,,,1,,,22v3,t,40.7270752,-73.9852941,
1974,MN,435,13,103.0,1003200.0,10032001001.0,32.0,1001.0,1.0,2.0,10009.0,L011,9.0,14.0,6600.0,1.0,3.0,4A,98 ST MARKS PLACE,R8B,,,,,,,,,,N,C1,2.0,0.0,,98 ST. MARKS PLACE LIMITED PARTNERSHIP,2517.0,9775.0,0.0,9775.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,20.0,20.0,25.83,97.5,26.0,86.0,N,3.0,N,5.0,2.0,112500.0,738000.0,0.0,1900.0,1986.0,0.0,,,3.88,4.0,0.0,4.0,1,1004350013.0,,32.0,988450.0,204200.0,12c,,102 020,10205.0,,,,1,,,22v3,,40.7271575,-73.9848467,
1998,MN,435,29,103.0,1003200.0,10032001001.0,32.0,1001.0,1.0,2.0,10009.0,L011,9.0,14.0,6600.0,1.0,3.0,4A,130 ST MARKS PLACE,R7A,R8B,,,C1-5,,,,,,Y,C7,4.0,0.0,,130 ST.MARKS PLACE LIMITED LIABILITY COM PANY,2194.0,7700.0,1100.0,6600.0,0.0,1100.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,8.0,10.0,30.0,73.17,30.0,54.0,N,2.0,N,5.0,2.0,535500.0,2024100.0,0.0,1900.0,0.0,0.0,,,3.51,4.0,0.0,4.0,1,1004350029.0,,32.0,988796.0,204023.0,12c,,102 020,10205.0,,,,1,,,22v3,,40.7266715,-73.9835985,
2009,MN,392,25,103.0,1002800.0,10028003001.0,28.0,3001.0,1.0,2.0,10009.0,L011,9.0,14.0,6300.0,1.0,3.0,4A,380 EAST 10 STREET,R8B,,,,,,,,,,N,C7,4.0,0.0,,380-382 E. 10TH LLC,2306.0,9075.0,800.0,8275.0,0.0,800.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,18.0,20.0,25.0,92.25,25.0,80.0,N,3.0,N,5.0,2.0,148500.0,1722600.0,0.0,1930.0,1983.0,2011.0,,,3.94,4.0,0.0,4.0,1,1003920025.0,,28.0,990207.0,203793.0,12c,,102 022,10203.0,,,,1,,1.0,22v3,,40.7260394,-73.978508,
2010,MN,392,26,103.0,1002800.0,10028003001.0,28.0,3001.0,1.0,2.0,10009.0,L011,9.0,14.0,6300.0,1.0,3.0,4A,382 EAST 10 STREET,R8B,,,,,,,,,,N,C4,2.0,0.0,,380-382 E. 10TH LLC,2306.0,9075.0,0.0,9075.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,20.0,20.0,25.0,92.25,25.0,80.0,N,3.0,N,5.0,2.0,148500.0,1629900.0,0.0,1930.0,1983.0,2011.0,,,3.94,4.0,0.0,4.0,1,1003920026.0,,28.0,990229.0,203781.0,12c,,102 022,10203.0,,,,1,,1.0,22v3,,40.7260064,-73.9784286,
2089,MN,393,61,103.0,1002800.0,10028003000.0,28.0,3000.0,1.0,2.0,10009.0,L011,9.0,14.0,6300.0,1.0,3.0,4A,349 EAST 10 STREET,R8B,R7A,,,C1-5,,,,,,Y,D6,4.0,0.0,,"349 E. 10TH STREET, LLC",2369.0,9215.0,1725.0,7490.0,0.0,1725.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,9.0,10.0,25.0,94.75,25.0,69.0,N,2.0,N,5.0,1.0,302400.0,2436300.0,0.0,1900.0,2007.0,2007.0,,,3.89,4.0,0.0,4.0,1,1003930061.0,,28.0,989975.0,204095.0,12c,,102 022,10203.0,E-216,,,1,,1.0,22v3,,40.7268684,-73.9793447,
2109,MN,394,38,103.0,1002800.0,10028002001.0,28.0,2001.0,1.0,2.0,10009.0,L011,9.0,14.0,6300.0,1.0,3.0,4A,193 AVENUE C,R7A,,,,C2-5,,,,,,N,S4,4.0,0.0,,"REMNEK, RANDALL",1307.0,5242.0,1000.0,4242.0,0.0,1000.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,4.0,5.0,19.5,67.0,20.0,53.0,N,3.0,N,5.0,5.0,157500.0,1377450.0,0.0,1910.0,0.0,0.0,,,4.01,4.0,0.0,4.0,1,1003940038.0,,28.0,990630.0,204168.0,12c,,102 030,10203.0,,,,1,1.0,1.0,22v3,,40.7270684,-73.9769815,
2118,MN,394,41,103.0,1002800.0,10028002001.0,28.0,2001.0,1.0,2.0,10009.0,L011,9.0,14.0,6300.0,1.0,3.0,4A,183 AVENUE C,R7A,,,,C2-5,,,,,,N,D7,4.0,0.0,,WELL DONE REALTY 1 LLC,6411.0,28620.0,2277.0,26343.0,0.0,2277.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,42.0,45.0,77.25,83.0,77.0,67.0,N,3.0,N,5.0,2.0,571500.0,3083850.0,0.0,1910.0,1985.0,0.0,,,4.46,4.0,0.0,4.0,1,1003940041.0,,28.0,990582.0,204095.0,12c,,102 030,10203.0,,,,1,,1.0,22v3,,40.726868,-73.9771547,
2141,MN,435,37,103.0,1003200.0,10032001001.0,32.0,1001.0,1.0,2.0,10009.0,L011,9.0,14.0,6600.0,1.0,3.0,4A,111 AVENUE A,R7A,,,,C1-5,,,,,,N,C7,4.0,0.0,,"AJAL, L.P.",2449.0,11455.0,2291.0,9164.0,0.0,2291.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,16.0,20.0,24.5,100.0,25.0,100.0,N,3.0,N,3.0,2.0,252000.0,1683450.0,0.0,1900.0,1987.0,0.0,,,4.68,4.0,0.0,4.0,1,1004350037.0,,32.0,988755.0,203873.0,12c,,102 020,10205.0,,,,1,,,22v3,,40.7262598,-73.9837465,
2167,MN,398,61,103.0,1003002.0,10030021000.0,30.02,1000.0,1.0,2.0,10009.0,E028,9.0,14.0,6600.0,1.0,3.0,3A,156 EAST 2 STREET,R8B,R7A,,,C2-5,,,,,,Y,C7,4.0,0.0,,156 EAST 2ND STREET,3180.0,14097.0,2000.0,12097.0,0.0,2000.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,26.0,28.0,40.0,79.5,40.0,64.0,N,3.0,N,5.0,2.0,405000.0,1823400.0,0.0,1919.0,0.0,0.0,,,4.43,4.0,0.0,4.0,1,1003980061.0,,3002.0,988352.0,202675.0,12c,,102 012,10203.0,,,,1,,,22v3,,40.7229718,-73.9852012,
2196,MN,435,52,103.0,1003200.0,10032001001.0,32.0,1001.0,1.0,2.0,10009.0,L011,9.0,14.0,6600.0,1.0,3.0,4A,101 EAST 7 STREET,R8B,,,,,,,,,,N,M3,8.0,0.0,X,RC CHUR ST STANISLAUS,1965.0,4772.0,4772.0,0.0,0.0,0.0,0.0,0.0,0.0,4772.0,2.0,1.0,4.0,0.0,1.0,20.17,97.5,20.0,64.0,N,3.0,N,5.0,0.0,141300.0,375300.0,375300.0,1848.0,0.0,0.0,East Village / Lower East Side Historic District,,2.43,4.0,0.0,4.0,1,1004350052.0,,32.0,988452.0,204084.0,12c,,102 020,10205.0,E-216,,,1,,,22v3,t,40.7268391,-73.9848396,
2214,MN,376,7501,103.0,1002602.0,10026021002.0,26.02,1002.0,1.0,2.0,10009.0,L011,9.0,14.0,6700.0,1.0,3.0,4A,79 AVENUE D,R8A,,,,C1-5,,,,,,N,RM,4.0,0.0,,UNAVAILABLE OWNER,13395.0,87930.0,13260.0,74670.0,0.0,13260.0,0.0,0.0,0.0,0.0,2.0,1.0,12.0,110.0,111.0,0.0,0.0,134.0,93.0,,3.0,Y,5.0,4.0,1261800.0,15445800.0,14405866.0,2016.0,2016.0,0.0,,,6.56,6.02,0.0,6.5,1,1003767501.0,2768.0,2602.0,990632.0,202642.0,12c,,102 023,10202.0,,1003760033.0,03/16/2018,1,,,22v3,,40.7228799,-73.9769757,
2290,MN,396,3,103.0,1002800.0,10028001000.0,28.0,1000.0,1.0,2.0,10009.0,L011,9.0,14.0,6300.0,1.0,3.0,4A,219 AVENUE B,C1-6A,,,,,,,,,,N,C4,2.0,0.0,,"BAJ REAL ESTATE, LLC",1935.0,6428.0,800.0,5628.0,0.0,800.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,8.0,9.0,22.0,88.0,22.0,78.0,E,3.0,N,5.0,2.0,309600.0,1148850.0,0.0,1910.0,0.0,0.0,,,3.32,4.0,2.0,4.0,1,1003960003.0,,28.0,990307.0,204824.0,12c,,102 030,10203.0,,,,1,,1.0,22v3,,40.7288691,-73.9781463,
2291,MN,396,4,103.0,1002800.0,10028001000.0,28.0,1000.0,1.0,2.0,10009.0,L011,9.0,14.0,6300.0,1.0,3.0,4A,221 AVENUE B,C1-6A,,,,,,,,,,N,C4,2.0,0.0,,DIMITAR & K DIMITROV,1935.0,5538.0,800.0,4738.0,0.0,800.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,8.0,9.0,22.0,88.0,22.0,46.0,N,3.0,N,5.0,2.0,271800.0,1137150.0,0.0,1904.0,0.0,0.0,,,2.86,4.0,2.0,4.0,1,1003960004.0,,28.0,990318.0,204843.0,12c,,102 030,10203.0,,,,1,,1.0,22v3,,40.7289213,-73.9781066,
2387,MN,436,3,103.0,1003200.0,10032001000.0,32.0,1000.0,1.0,2.0,10009.0,L011,9.0,14.0,6600.0,1.0,3.0,4B,142 1 AVENUE,R7A,,,,C1-5,,,,,,N,S5,4.0,0.0,,CASIMIRO I FAMILY LIMITED PARTNERSHIP,2000.0,4965.0,1000.0,3965.0,0.0,1000.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,6.0,25.0,80.0,25.0,61.0,E,3.0,N,5.0,5.0,316800.0,1587600.0,0.0,1900.0,1982.0,0.0,,,2.48,4.0,0.0,4.0,1,1004360003.0,,32.0,988474.0,204452.0,12c,,102 020,10205.0,,,,1,,,22v3,,40.7278492,-73.98476,
2388,MN,436,4,103.0,1003200.0,10032001000.0,32.0,1000.0,1.0,2.0,10009.0,L011,9.0,14.0,6600.0,1.0,3.0,4B,144 1 AVENUE,R7A,,,,C1-5,,,,,,N,S3,4.0,0.0,,SANICOLA I FAMILY LIMITED PARTNERSHIP,1000.0,3083.0,772.0,2311.0,0.0,772.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,4.0,16.67,60.0,17.0,44.0,N,3.0,N,5.0,5.0,436500.0,985950.0,0.0,1900.0,0.0,0.0,,,3.08,4.0,0.0,4.0,1,1004360004.0,,32.0,988476.0,204475.0,12c,,102 020,10205.0,,,,1,,,22v3,,40.7279123,-73.9847528,
2440,MN,436,17,103.0,1003200.0,10032001000.0,32.0,1000.0,1.0,2.0,10009.0,L011,9.0,14.0,6600.0,1.0,3.0,4A,418 1/2 EAST 9 STREET,R8B,,,,,,,,,,N,C6,2.0,0.0,,418 12 EAST 9TH STREET OWNERS CORP,1267.0,4495.0,0.0,4495.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,6.0,6.0,13.5,93.92,14.0,66.0,N,3.0,N,5.0,1.0,216450.0,1442250.0,0.0,1900.0,1980.0,0.0,,,3.55,4.0,0.0,4.0,1,1004360017.0,,32.0,988683.0,204354.0,12c,,102 020,10205.0,,,,1,,,22v3,,40.7275801,-73.984006,
2455,MN,436,20,103.0,1003200.0,10032001000.0,32.0,1000.0,1.0,2.0,10009.0,L011,9.0,14.0,6600.0,1.0,3.0,4Q,424 EAST 9 STREET,R8B,,,,,,,,,,N,C7,4.0,0.0,,424 E. 9TH LLC,3384.0,10340.0,2025.0,8315.0,0.0,2025.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,18.0,20.0,37.5,90.25,38.0,54.0,N,3.0,N,5.0,1.0,103500.0,2332350.0,0.0,1929.0,1982.0,0.0,,,3.06,4.0,0.0,4.0,1,1004360020.0,,32.0,988739.0,204325.0,12c,,102 020,10205.0,,,,1,,,22v3,,40.7275004,-73.983804,
2512,MN,436,25,103.0,1003200.0,10032001000.0,32.0,1000.0,1.0,2.0,10009.0,L011,9.0,14.0,6600.0,1.0,3.0,4A,432 EAST 9 STREET,R8B,,,,,,,,,,N,S5,4.0,0.0,,"D & G 432, LLC",2348.0,5052.0,842.0,4210.0,0.0,842.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,6.0,7.0,25.0,93.92,25.0,50.0,N,3.0,N,5.0,2.0,288450.0,1404000.0,0.0,1900.0,0.0,0.0,,,2.15,4.0,0.0,4.0,1,1004360025.0,,32.0,988830.0,204272.0,12c,,102 020,10205.0,E-216,,,1,,,22v3,,40.7273549,-73.9834757,
