,borough,block,lot,cd,bct2020,bctcb2020,ct2010,cb2010,schooldist,council,zipcode,firecomp,policeprct,healthcenterdistrict,healtharea,sanitboro,sanitdistrict,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,condono,tract2010,xcoord,ycoord,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,firm07_flag,pfirm15_flag,version,dcpedited,latitude,longitude,notes
13495,MN,411,7504,103.0,1003001.0,10030012000.0,30.01,2000.0,1.0,1.0,10002.0,L018,7.0,14.0,6600.0,1.0,3.0,2A,153 ESSEX STREET,C4-4A,,,,,,,,,,N,RM,4.0,0.0,,UNAVAILABLE OWNER,3257.0,26214.0,8013.0,18201.0,3443.0,2825.0,0.0,1745.0,0.0,0.0,2.0,1.0,7.0,17.0,20.0,50.0,65.16,50.0,68.0,,0.0,N,0.0,2.0,225000.0,2990250.0,1861389.0,1920.0,2009.0,2009.0,,,8.05,4.0,4.0,4.0,1,1004117504.0,2126.0,3001.0,987774.0,201907.0,12c,,102 003,10204.0,,1004110154.0,08/03/2010,1,,,22v3,,40.7208641,-73.9872869,
13497,MN,406,1,103.0,1003400.0,10034001001.0,34.0,1001.0,1.0,2.0,10009.0,L011,9.0,14.0,6200.0,1.0,3.0,4A,194 AVENUE A,R7A,,,,C2-5,,,,,,N,C4,2.0,0.0,,AVENUE A CORNER OWNER LLC,1486.0,5496.0,1000.0,4496.0,0.0,1000.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,6.0,8.0,28.67,51.83,29.0,51.0,N,2.0,N,3.0,2.0,51750.0,1192500.0,0.0,1910.0,2009.0,0.0,,,3.7,4.0,0.0,4.0,1,1004060001.0,,34.0,989503.0,204907.0,12c,,102 029,10203.0,,,,1,,,22v3,,40.7290975,-73.981047,
13499,MN,402,7503,103.0,1003200.0,10032007002.0,32.0,7002.0,1.0,2.0,10009.0,L011,9.0,14.0,6600.0,1.0,3.0,3A,100 AVENUE A,R7A,,,,C2-5,,,,,,N,RM,4.0,0.0,,UNAVAILABLE OWNER,8099.0,38726.0,12052.0,26674.0,0.0,12052.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,32.0,33.0,108.08,75.0,106.8,75.0,,0.0,N,0.0,5.0,1563768.0,6135305.0,0.0,2014.0,2012.0,0.0,,,4.78,4.0,0.0,4.0,1,1004027503.0,2737.0,32.0,988822.0,203653.0,12c,,102 021,10203.0,,1004020003.0,01/27/2017,1,,,22v3,,40.7256559,-73.983505,
13510,MN,406,11,103.0,1003400.0,10034001001.0,34.0,1001.0,1.0,2.0,10009.0,L011,9.0,14.0,6200.0,1.0,3.0,4A,510 EAST 13 STREET,R8B,,,,,,,,,,N,C7,4.0,0.0,,508-510 E 13 LLC,3872.0,16002.0,800.0,15202.0,0.0,800.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,27.0,29.0,37.5,103.25,38.0,90.0,N,3.0,N,5.0,2.0,190350.0,1709550.0,0.0,1900.0,1978.0,0.0,,,4.13,4.0,0.0,4.0,1,1004060011.0,,34.0,989685.0,204973.0,12c,,102 029,10203.0,,,,1,,,22v3,,40.7292785,-73.9803903,
13512,MN,406,4,103.0,1003400.0,10034001001.0,34.0,1001.0,1.0,2.0,10009.0,L011,9.0,14.0,6200.0,1.0,3.0,4A,200 AVENUE A,R7A,,,,C2-5,,,,,,N,C4,2.0,0.0,,200 AVE. A. LLC,2471.0,9037.0,2130.0,6907.0,2130.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,15.0,16.0,25.75,96.0,26.0,86.0,E,3.0,N,5.0,2.0,267750.0,1197000.0,0.0,1910.0,1987.0,2013.0,,,3.66,4.0,0.0,4.0,1,1004060004.0,,34.0,989560.0,204965.0,12c,,102 029,10203.0,,,,1,,,22v3,,40.7292566,-73.9808413,
13514,MN,406,7,103.0,1003400.0,10034001001.0,34.0,1001.0,1.0,2.0,10009.0,L011,9.0,14.0,6200.0,1.0,3.0,4A,206 AVENUE A,R7A,,,,C2-5,,,,,,N,C7,4.0,0.0,,206 AVE A ASSOCS,2471.0,9655.0,1500.0,8155.0,0.0,1500.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,8.0,9.0,25.75,96.0,26.0,75.0,N,3.0,N,5.0,2.0,406350.0,1980000.0,0.0,1910.0,0.0,0.0,,,3.91,4.0,0.0,4.0,1,1004060007.0,,34.0,989598.0,205034.0,12c,,102 029,10203.0,,,,1,,,22v3,,40.729446,-73.9807042,
13523,MN,409,7502,103.0,1001800.0,10018002006.0,18.0,2001.0,2.0,1.0,10002.0,E015,7.0,14.0,7400.0,1.0,3.0,2B,242 BROOME STREET,C6-1,,,,,,,,,,N,RM,4.0,0.0,,UNAVAILABLE OWNER,21996.0,137000.0,72332.0,64668.0,17759.0,32642.0,0.0,0.0,0.0,21931.0,2.0,2.0,14.0,55.0,60.0,0.0,0.0,151.0,175.0,,0.0,N,3.0,5.0,7822797.0,33828299.0,25155021.0,2016.0,2015.0,0.0,,,6.23,3.44,6.0,6.5,1,1004097502.0,2839.0,18.0,987297.0,200885.0,12c,,101N079,10204.0,,1004090056.0,11/02/2018,1,,,22v3,,40.7180591,-73.9890082,
13525,MN,414,7501,103.0,1001800.0,10018007003.0,18.0,7000.0,2.0,1.0,10002.0,L006,5.0,14.0,7400.0,1.0,3.0,2B,101 ALLEN STREET,C6-2A,,,,,,,,,,N,RM,4.0,0.0,,NAME NOT ON FILE,2228.0,6790.0,2326.0,4464.0,0.0,0.0,0.0,0.0,0.0,2326.0,2.0,1.0,5.0,16.0,22.0,25.0,89.1,0.0,89.1,,0.0,N,5.0,5.0,135000.0,847802.0,22532.0,1900.0,0.0,0.0,,,3.05,6.02,6.0,6.5,1,1004147501.0,728.0,18.0,986763.0,201216.0,12c,,101N078,10204.0,,1004140020.0,02/26/1991,1,,,22v3,,40.7189678,-73.9909344,
13540,MN,406,53,103.0,1003400.0,10034001001.0,34.0,1001.0,1.0,2.0,10009.0,L011,9.0,14.0,6200.0,1.0,3.0,4A,523 EAST 12 STREET,R8B,,,,,,,,,,N,C7,4.0,0.0,,JMS VILLAGE LLC,2890.0,10930.0,1100.0,9830.0,0.0,1100.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,18.0,20.0,28.0,103.25,28.0,82.0,N,3.0,N,5.0,2.0,153000.0,982800.0,0.0,1900.0,1985.0,0.0,,,3.78,4.0,0.0,4.0,1,1004060053.0,,34.0,989771.0,204803.0,12c,,102 029,10203.0,,,,1,,,22v3,,40.7288118,-73.9800802,
13542,MN,406,55,103.0,1003400.0,10034001001.0,34.0,1001.0,1.0,2.0,10009.0,L011,9.0,14.0,6200.0,1.0,3.0,4A,519 EAST 12 STREET,R8B,,,,,,,,,,N,C7,4.0,0.0,,519 EAST 12 REALTY LLC,2581.0,7459.0,800.0,6659.0,0.0,800.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,21.0,22.0,25.0,103.25,25.0,50.0,N,3.0,N,5.0,2.0,33300.0,904050.0,0.0,1905.0,1979.0,0.0,,,2.89,4.0,0.0,4.0,1,1004060055.0,,34.0,989726.0,204828.0,12c,,102 029,10203.0,E-216,,,1,,,22v3,,40.7288805,-73.9802425,
13560,MN,407,25,103.0,1003400.0,10034001000.0,34.0,1000.0,1.0,2.0,10009.0,L011,9.0,14.0,6200.0,1.0,3.0,4A,534 EAST 14 STREET,C1-6A,,,,,,,,,,N,C7,4.0,0.0,,534 EAST 14 LLC,2581.0,7246.0,1200.0,6046.0,0.0,1200.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,15.0,17.0,25.0,103.25,25.0,68.0,N,3.0,N,5.0,2.0,135000.0,1263150.0,0.0,1900.0,1987.0,0.0,,,2.81,4.0,2.0,4.0,1,1004070025.0,,34.0,990102.0,205045.0,12c,,102 029,10203.0,,,,1,,,22v3,,40.7294759,-73.9788857,
13572,MN,407,31,103.0,1003400.0,10034001000.0,34.0,1000.0,1.0,2.0,10009.0,L011,9.0,14.0,6200.0,1.0,3.0,4A,228 AVENUE B,C1-6A,,,,,,,,,,N,C7,4.0,0.0,,228 AVE B REALTY LLC,2841.0,12613.0,2460.0,10153.0,0.0,2460.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,21.0,23.0,29.92,95.0,30.0,80.0,N,3.0,N,5.0,2.0,193950.0,1794600.0,0.0,1900.0,1987.0,0.0,,,4.44,4.0,2.0,4.0,1,1004070031.0,,34.0,990221.0,204976.0,12c,,102 029,10203.0,,,,1,,,22v3,,40.7292864,-73.9784564,
13584,MN,407,37,103.0,1003400.0,10034001000.0,34.0,1000.0,1.0,2.0,10009.0,L011,9.0,14.0,6200.0,1.0,3.0,4A,216 AVENUE B,C1-6A,,,,,,,,,,N,S9,4.0,0.0,,"TWIN KAY REALTY, LLC",1250.0,3912.0,600.0,3312.0,0.0,600.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,5.0,19.25,65.0,19.25,48.0,N,0.0,N,3.0,5.0,124200.0,1248750.0,0.0,1900.0,0.0,0.0,,,3.13,4.0,2.0,4.0,1,1004070037.0,,34.0,990163.0,204841.0,12c,,102 029,10203.0,,,,1,,,22v3,,40.7289159,-73.9786658,
13606,MN,408,6,103.0,1001800.0,10018001002.0,18.0,1002.0,2.0,1.0,10002.0,E015,7.0,14.0,7400.0,1.0,3.0,2B,78 ORCHARD STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,78 ORCHARD STREET LLC,2210.0,8594.0,1600.0,6994.0,0.0,1600.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,14.0,16.0,25.25,87.5,25.0,86.0,E,3.0,N,5.0,2.0,77400.0,1660050.0,0.0,1920.0,2004.0,0.0,,,3.89,4.0,4.0,4.0,1,1004080006.0,,18.0,986975.0,200766.0,12c,,101N079,10204.0,,,,1,,,22v3,,40.7177326,-73.9901698,
13638,MN,421,7502,103.0,1003601.0,10036012001.0,36.01,2001.0,1.0,1.0,10002.0,L018,5.0,14.0,6500.0,1.0,3.0,2A,36 RIVINGTON STREET,C4-4A,,,,,,,,,,N,RM,4.0,0.0,,RICH MANSION CONDOMINIUM,5091.0,24851.0,11546.0,13305.0,0.0,0.0,0.0,0.0,0.0,11546.0,2.0,1.0,8.0,16.0,20.0,50.92,100.0,0.0,0.0,,0.0,N,5.0,5.0,593998.0,3666599.0,888057.0,1988.0,0.0,0.0,,,4.88,4.0,4.0,4.0,1,1004217502.0,758.0,3601.0,986687.0,202012.0,12c,,102 002,10204.0,,1004210082.0,03/18/1991,1,,,22v3,,40.7211526,-73.9912083,
13640,MN,408,20,103.0,1001800.0,10018001002.0,18.0,1002.0,2.0,1.0,10002.0,E015,7.0,14.0,7400.0,1.0,3.0,2B,67 LUDLOW STREET,C4-4A,,,,,,,,,,N,C4,2.0,0.0,,"WONG & LIU ASSOCIATES, INC.",2223.0,9694.0,1000.0,8694.0,0.0,1000.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,21.0,22.0,25.42,87.5,25.0,67.0,N,3.0,N,5.0,2.0,98550.0,578700.0,0.0,1900.0,1980.0,0.0,,,4.36,4.0,4.0,4.0,1,1004080020.0,,18.0,987022.0,200639.0,12c,,101N079,10204.0,,,,1,,,22v3,,40.717384,-73.9900003,
13659,MN,409,31,103.0,1001800.0,10018002007.0,18.0,2002.0,2.0,1.0,10002.0,E015,7.0,14.0,7400.0,1.0,3.0,2B,252 BROOME STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,DDCM BROOME REALTY LLC,2670.0,12531.0,1650.0,10881.0,0.0,1650.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,16.0,17.0,29.5,90.5,30.0,77.0,N,3.0,N,5.0,2.0,59400.0,1813050.0,0.0,1890.0,0.0,0.0,,,4.69,4.0,4.0,4.0,1,1004090031.0,,18.0,987074.0,200936.0,12c,,101N079,10204.0,,,,1,,,22v3,,40.7181991,-73.9898126,
13694,MN,410,43,103.0,1001800.0,10018003001.0,18.0,3001.0,1.0,1.0,10002.0,L018,7.0,14.0,7400.0,1.0,3.0,2A,122 LUDLOW STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,P 122-124 LUDLOW STREET LLC,2210.0,10500.0,1900.0,8600.0,0.0,1900.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,19.0,21.0,25.08,88.08,25.0,75.0,N,3.0,N,5.0,2.0,117450.0,502650.0,0.0,1920.0,1988.0,0.0,,,4.75,4.0,4.0,4.0,1,1004100043.0,,18.0,987481.0,201443.0,12c,,101N079,10204.0,,,,1,,,22v3,,40.7195906,-73.9883441,
13696,MN,432,1,103.0,1003200.0,10032003000.0,32.0,3000.0,1.0,2.0,10009.0,E028,9.0,14.0,6600.0,1.0,3.0,3B,66 1 AVENUE,R7-2,,,,C2-5,,,,,,N,D4,3.0,0.0,X,VILLAGE VIEW HOUSING CORP,244775.0,780062.0,0.0,780062.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,21.0,877.0,877.0,426.43,613.0,52.0,156.0,N,1.0,Y,3.0,2.0,15090300.0,70344450.0,70344450.0,1962.0,0.0,0.0,,,3.19,3.44,0.0,6.5,1,1004320001.0,,32.0,988254.0,203541.0,12c,,102 011,10205.0,,,,1,,,22v3,,40.7253488,-73.9855543,
13720,MN,411,8,103.0,1003001.0,10030012001.0,30.01,2001.0,1.0,1.0,10002.0,L018,7.0,14.0,6600.0,1.0,3.0,2A,160 ORCHARD STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,160 ORCHARD STREET INC,2170.0,8680.0,1135.0,7545.0,0.0,1135.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,28.0,30.0,24.67,88.0,25.0,43.0,N,3.0,N,5.0,2.0,180000.0,1228950.0,0.0,1900.0,0.0,0.0,,,4.0,4.0,4.0,4.0,1,1004110008.0,,3001.0,987435.0,201948.0,12c,,102 003,10204.0,,,,1,,,22v3,,40.7209767,-73.9885098,
13749,MN,411,52,103.0,1003001.0,10030012000.0,30.01,2000.0,1.0,1.0,10002.0,L018,7.0,14.0,6600.0,1.0,3.0,2A,113 STANTON STREET,C4-4A,,,,,,,,,,N,S4,4.0,0.0,,"SM STANTON, LLC",1950.0,7050.0,1850.0,5200.0,0.0,1850.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,4.0,5.0,0.0,0.0,26.0,75.0,E,2.0,N,5.0,2.0,83700.0,1111050.0,0.0,1900.0,2010.0,0.0,,,3.62,4.0,4.0,4.0,1,1004110052.0,,3001.0,987736.0,201937.0,12c,,102 003,10204.0,,1004110054.0,09/22/2011,1,,,22v3,,40.7209464,-73.987424,
13761,MN,412,27,103.0,1003001.0,10030011001.0,30.01,1001.0,1.0,1.0,10002.0,L018,7.0,14.0,6600.0,1.0,3.0,2A,177 LUDLOW STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,LUDLOW STREET OWNER LLC,2195.0,9540.0,1908.0,7632.0,0.0,1908.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,15.0,16.0,25.0,87.83,25.0,73.0,N,2.0,N,5.0,2.0,257850.0,1977750.0,0.0,1900.0,2014.0,0.0,,,4.35,4.0,4.0,4.0,1,1004120027.0,,3001.0,987673.0,202310.0,12c,,102 003,10204.0,,,,1,,,22v3,,40.7219702,-73.987651,
13813,MN,375,7502,103.0,1002601.0,10026011000.0,26.01,1000.0,1.0,2.0,10009.0,E028,9.0,14.0,6700.0,1.0,3.0,3A,753 EAST 5 STREET,R8A,,,,C1-5,,,,,,N,RM,4.0,0.0,,UNAVAILABLE OWNER,2200.0,8301.0,1927.0,6374.0,0.0,1927.0,0.0,0.0,0.0,0.0,2.0,1.0,,8.0,10.0,26.75,82.25,0.0,0.0,,0.0,N,1.0,5.0,106651.0,1562853.0,0.0,2003.0,0.0,0.0,,,3.77,6.02,0.0,6.5,1,1003757502.0,1446.0,2601.0,990480.0,202355.0,12c,,102 014,10202.0,,1003750044.0,09/16/2005,1,,,22v3,,40.7220922,-73.9775244,
13846,MN,413,6,103.0,1001800.0,10018006000.0,18.0,6000.0,2.0,1.0,10002.0,L006,5.0,14.0,7400.0,1.0,3.0,1A,116 ELDRIDGE STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,116 ASSETS LLC,2204.0,7161.0,1432.0,5729.0,0.0,1432.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,8.0,10.0,25.0,88.17,25.0,55.0,N,3.0,N,5.0,1.0,316800.0,1064700.0,0.0,1909.0,1985.0,0.0,,,3.25,4.0,4.0,4.0,1,1004130006.0,,18.0,986554.0,200934.0,12c,,101N078,10204.0,,,,1,,,22v3,,40.7181938,-73.9916885,
13868,MN,413,19,103.0,1001800.0,10018006000.0,18.0,6000.0,2.0,1.0,10002.0,L006,5.0,14.0,7400.0,1.0,3.0,2B,79 ALLEN STREET,C4-4A,,,,,,,,,,N,C4,2.0,0.0,,CHEN SE FAI,2220.0,6825.0,1365.0,5460.0,0.0,1365.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,8.0,10.0,25.17,88.25,25.0,55.0,N,3.0,N,5.0,2.0,260100.0,1014750.0,0.0,1900.0,0.0,0.0,,,3.07,4.0,4.0,4.0,1,1004130019.0,,18.0,986620.0,200853.0,12c,,101N078,10204.0,,,,1,,,22v3,,40.7179715,-73.9914504,
13869,MN,413,8,103.0,1001800.0,10018006000.0,18.0,6000.0,2.0,1.0,10002.0,L006,5.0,14.0,7400.0,1.0,3.0,1A,289 BROOME STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,289 REALTY CORP,3850.0,19317.0,3219.0,16098.0,0.0,3219.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,18.0,23.0,44.0,87.5,43.0,87.0,N,2.0,N,3.0,2.0,225000.0,1317150.0,0.0,1909.0,0.0,0.0,,,5.02,4.0,4.0,4.0,1,1004130008.0,,18.0,986555.0,200996.0,12c,,101N078,10204.0,,,,1,,,22v3,,40.718364,-73.9916848,
13871,MN,413,14,103.0,1001800.0,10018006000.0,18.0,6000.0,2.0,1.0,10002.0,L006,5.0,14.0,7400.0,1.0,3.0,2B,277 BROOME STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,"GOODMAN REALTY,",3850.0,19202.0,3600.0,15602.0,0.0,3600.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,25.0,32.0,44.0,87.5,44.0,87.0,N,3.0,N,3.0,2.0,247950.0,1090800.0,0.0,1900.0,1985.0,0.0,,,4.99,4.0,4.0,4.0,1,1004130014.0,,18.0,986680.0,200946.0,12c,,101N078,10204.0,,,,1,,,22v3,,40.7182267,-73.9912339,
13889,MN,413,25,103.0,1001800.0,10018006000.0,18.0,6000.0,2.0,1.0,10002.0,L006,5.0,14.0,7400.0,1.0,3.0,1A,298 GRAND STREET,C4-4A,,,,,,,,,,N,K4,4.0,0.0,,300 GRAND STREET LLC,2287.0,3826.0,3826.0,0.0,0.0,2244.0,0.0,1582.0,0.0,0.0,2.0,1.0,2.5,0.0,3.0,25.83,87.58,26.0,87.0,N,2.0,Y,5.0,2.0,180000.0,531900.0,0.0,1900.0,0.0,0.0,,,1.67,4.0,4.0,4.0,1,1004130025.0,,18.0,986563.0,200760.0,12c,,101N078,10204.0,E-216,,,1,,,22v3,,40.7177162,-73.9916561,
13892,MN,413,23,103.0,1001800.0,10018006000.0,18.0,6000.0,2.0,1.0,10002.0,L006,5.0,14.0,7400.0,1.0,3.0,2B,302 GRAND STREET,C4-4A,,,,,,,,,,N,K4,4.0,0.0,,302-306 GRAND REALTYCORP.,4396.0,12870.0,12870.0,0.0,3700.0,9170.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,9.0,50.25,87.58,50.0,88.0,N,3.0,N,3.0,2.0,360000.0,1049400.0,0.0,1900.0,1986.0,0.0,,,2.93,4.0,4.0,4.0,1,1004130023.0,,18.0,986599.0,200746.0,12c,,101N078,10204.0,,,,1,,,22v3,,40.7176778,-73.9915262,
13895,MN,273,7502,103.0,1000600.0,10006001002.0,6.0,1002.0,2.0,1.0,10002.0,E015,7.0,14.0,7800.0,1.0,3.0,1B,30 RUTGERS STREET,R7-2,,,,,,,,,,N,RM,4.0,0.0,,UNAVAILABLE OWNER,2115.0,10236.0,3276.0,6960.0,2355.0,0.0,0.0,921.0,0.0,0.0,2.0,1.0,6.0,10.0,11.0,25.0,84.58,25.0,80.5,,0.0,N,0.0,5.0,115201.0,1259105.0,2390.0,2005.0,0.0,0.0,,,4.84,3.44,0.0,6.5,1,1002737502.0,1999.0,6.0,986936.0,199005.0,12d,,101N054,10107.0,,1002730022.0,04/09/2009,1,,,22v3,,40.7128991,-73.9903112,
13945,MN,414,31,103.0,1001800.0,10018007003.0,18.0,7000.0,2.0,1.0,10002.0,L006,5.0,14.0,7400.0,1.0,3.0,1A,288 BROOME STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,"CHIU LONG REALTY, LLC",2406.0,10779.0,1796.0,8983.0,0.0,1796.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,20.0,21.0,23.58,102.08,24.0,85.0,N,3.0,N,5.0,2.0,225000.0,676800.0,0.0,1900.0,1986.0,0.0,,,4.48,4.0,4.0,4.0,1,1004140031.0,,18.0,986617.0,201123.0,12c,,101N078,10204.0,,,,1,,,22v3,,40.7187125,-73.9914611,
13970,MN,414,50,103.0,1001800.0,10018002003.0,18.0,2003.0,2.0,1.0,10002.0,E015,7.0,14.0,7400.0,1.0,3.0,2B,77 DELANCEY STREET,C6-2A,,,,,,,,,,N,D6,4.0,0.0,,79 DELANCEY REALTY ASSOC. LLC,3029.0,21200.0,6000.0,15200.0,3000.0,3000.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,18.0,21.0,39.83,76.08,40.0,76.0,E,3.0,N,3.0,2.0,206100.0,2598750.0,0.0,1914.0,2000.0,0.0,,,7.0,6.02,6.0,6.5,1,1004140050.0,,18.0,986958.0,201167.0,12c,,101N078,10204.0,,,,1,,,22v3,,40.7188332,-73.990231,
13972,MN,414,51,103.0,1001800.0,10018002003.0,18.0,2003.0,2.0,1.0,10002.0,E015,7.0,14.0,7400.0,1.0,3.0,2B,81 DELANCEY STREET,C6-2A,,,,,,,,,,N,P7,8.0,0.0,X,LOWER EAST SIDE TENEMENT MUSEUM,3638.0,17690.0,17690.0,0.0,0.0,0.0,0.0,0.0,0.0,17690.0,2.0,1.0,5.0,0.0,1.0,47.83,76.06,47.0,76.0,N,3.0,N,3.0,2.0,270000.0,1711350.0,1711350.0,1910.0,2010.0,0.0,,,4.86,6.02,6.0,6.5,1,1004140051.0,,18.0,987001.0,201150.0,12c,,101N078,10204.0,,,,1,,,22v3,,40.7187865,-73.9900759,
13973,MN,414,32,103.0,1001800.0,10018007003.0,18.0,7000.0,2.0,1.0,10002.0,L006,5.0,14.0,7400.0,1.0,3.0,1A,128 ELDRIDGE STREET,C4-4A,,,,,,,,,,N,C6,2.0,0.0,,132 ELDRIDGE ST HDFC  CORP,2100.0,11398.0,1900.0,9498.0,0.0,1900.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,15.0,17.0,20.5,102.5,19.0,95.0,N,2.0,N,3.0,2.0,231750.0,1005300.0,587346.0,1900.0,1984.0,2015.0,,,5.43,4.0,4.0,4.0,1,1004140032.0,,18.0,986595.0,201132.0,12c,,101N078,10204.0,,,,1,,,22v3,,40.7187373,-73.9915405,
13986,MN,414,55,103.0,1001800.0,10018002003.0,18.0,2003.0,2.0,1.0,10002.0,E015,7.0,14.0,7400.0,1.0,3.0,2B,99 ORCHARD STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,WHOLE SUN REALTY LLC,2176.0,8435.0,1400.0,7035.0,0.0,1400.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,15.0,16.0,24.83,89.0,25.0,66.0,N,3.0,N,4.0,2.0,180000.0,1747800.0,0.0,1910.0,2000.0,0.0,,,3.88,4.0,4.0,4.0,1,1004140055.0,,18.0,986953.0,201085.0,12c,,101N078,10204.0,,,,1,,,22v3,,40.7186081,-73.990249,
14029,MN,415,35,103.0,1001800.0,10018004000.0,18.0,4000.0,1.0,1.0,10002.0,L018,5.0,14.0,7400.0,1.0,3.0,2A,123 ALLEN STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,"PPC MANAGEMENT, INC.",2275.0,8021.0,2125.0,5896.0,0.0,1100.0,0.0,0.0,0.0,1025.0,2.0,1.0,6.0,17.0,20.0,25.08,88.17,25.0,51.0,N,2.0,N,5.0,1.0,180000.0,979200.0,0.0,1900.0,1987.0,2008.0,,,3.53,4.0,4.0,4.0,1,1004150035.0,,18.0,986890.0,201543.0,12c,,101N078,10204.0,,,,1,,,22v3,,40.7198653,-73.9904761,
14030,MN,440,42,103.0,1003400.0,10034004001.0,34.0,4001.0,1.0,2.0,10009.0,L011,9.0,14.0,6200.0,1.0,3.0,4A,435 EAST 12 STREET,R8B,,,,,,,,,,N,C7,4.0,0.0,,VILLAGE JV 435 EAST 12TH LLC,2504.0,9335.0,900.0,8435.0,0.0,0.0,0.0,0.0,0.0,900.0,2.0,1.0,5.0,20.0,21.0,24.25,103.25,24.0,88.0,N,3.0,N,5.0,2.0,193950.0,1390950.0,0.0,1900.0,1985.0,0.0,,,3.73,4.0,0.0,4.0,1,1004400042.0,,34.0,989289.0,205069.0,12c,,102 028,10205.0,,,,1,,,22v3,,40.7295422,-73.981819,
14053,MN,415,71,103.0,1001800.0,10018003003.0,18.0,3003.0,1.0,1.0,10002.0,L018,7.0,14.0,7400.0,1.0,3.0,2A,131 ORCHARD STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,131 ORCHARD SM LLC,2189.0,9282.0,1055.0,8227.0,0.0,1055.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,16.0,19.0,25.0,87.58,25.0,87.0,E,3.0,N,4.0,2.0,166050.0,1755450.0,0.0,1910.0,0.0,0.0,,,4.24,4.0,4.0,4.0,1,1004150071.0,,18.0,987117.0,201505.0,12c,,101N078,10204.0,,,,1,,,22v3,,40.7197609,-73.9896572,
14064,MN,415,72,103.0,1001800.0,10018003003.0,18.0,3003.0,1.0,1.0,10002.0,L018,7.0,14.0,7400.0,1.0,3.0,2A,127 ORCHARD STREET,C4-4A,,,,,,,,,,N,C7,4.0,0.0,,"127-129 ORCHARD ST.,",3480.0,15240.0,2816.0,12424.0,0.0,2816.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,20.0,22.0,39.75,87.58,40.0,87.0,E,3.0,N,4.0,2.0,270000.0,2144700.0,0.0,1920.0,0.0,0.0,,,4.38,4.0,4.0,4.0,1,1004150072.0,,18.0,987106.0,201475.0,12c,,101N078,10204.0,,,,1,,,22v3,,40.7196786,-73.9896969,
